10971	572	0.648
10971	572	0.648
10971	581	0.692
10971	596	0.627
10971	2309	0.55
10971	2308	0.696
7128	1843	0.553
7128	7186	0.68
7128	7189	0.686
5345	3936	0.42
4961	397	0
4961	2932	0
4961	4137	0
25	1020	0.682
25	1398	0.515
25	5599	0.624
25	1029	0.561
25	7161	0.613
25	5829	0.521
25	5888	0.631
25	5883	0.575
25	7410	0.492
25	1796	1
25	7158	0.503
427	51761	0
427	820	0.34
427	2588	0.479
1145	808	0.106
71	317	0.595
87	280979	0
87	7791	0.796
8038	1950	0.61
4303	355	0.632
185	0	0
185	3716	0.531
186	4683	0.588
11214	387	0.532
207	4303	0.502
207	572	0.553
207	572	0.553
207	842	0.517
207	842	0.517
207	1385	0.405
207	2309	0.439
207	5871	0.767
207	2908	0.41
207	2931	0.704
207	2932	0.741
207	2932	0.741
207	2792	0.185
207	3320	0.625
207	3551	0.747
207	1147	0.728
207	8517	0.514
207	4193	0.63
207	4214	0.711
207	4293	0.716
207	2475	0.659
207	4846	0.452
207	5058	0.735
207	5894	0.766
207	5894	0.766
207	5879	0.575
207	6647	0.529
207	6774	0.489
207	7015	0.512
207	7248	0.519
207	280979	0
207	2308	0.491
207	4216	0.605
207	4294	0.618
207	4294	0.618
207	7158	0.481
207	4296	0.753
657	1386	0.369
353	5562	0.223
5562	31	0.42
5562	1026	0.604
4878	2983	0.276
317	842	0.558
317	54205	0.509
317	57591	0.571
324	8312	0.725
324	1499	0.663
333	7314	1
375	5581	0.588
375	5333	0.815
392	387	0.583
392	9475	0.501
392	11113	0.395
392	5305	0.128
393	387	0.674
394	29984	1
394	387	0.786
395	387	0.398
9138	392	0.601
9138	387	0.629
9826	387	0.62
7984	387	0.593
405	196	0.897
10097	280979	0
4217	5599	0.637
4217	6416	0.649
4217	5606	0.471
4217	5608	0.471
4217	5609	0.738
1386	3725	0.839
1386	3458	0.69
1386	3558	0.287
1386	3565	0.393
1386	0	0
1386	7193	0
472	25	0.674
472	672	0.572
472	675	0.523
472	1111	0.865
472	11200	0.82
472	2177	0.611
472	4683	0.601
472	4790	0.528
472	7157	0.588
472	7157	0.588
51761	820	0
51761	820	0
51761	842	0
545	472	0.86
545	672	0.549
545	1111	0.856
545	11200	0.793
545	2177	0.595
545	7157	0.565
545	1263	0.864
545	5884	1
551	0	0
8312	1499	0.768
8312	2931	0.638
8312	4214	0.688
8312	4216	0.677
154	0	0
154	0	0
572	578	0.648
572	581	0.685
572	596	0.562
572	596	0.562
572	598	0.705
572	598	0.705
572	842	0.64
572	599	0.627
578	572	0.648
578	598	0.913
578	56616	1
578	1329	0
581	572	0.685
581	578	0.846
581	596	0.851
581	596	0.851
581	56616	1
581	1329	0
596	317	0.572
596	572	0.562
596	578	0.757
596	581	0.851
596	598	0.792
596	637	0.604
596	638	1
596	6609	1
596	10018	0.605
596	1329	0
596	9445	0.593
596	5366	1
598	317	0.638
598	572	0.705
598	578	0.913
598	581	0.875
598	596	0.792
598	637	0.723
598	638	1
598	638	1
598	54205	0.6
598	7157	0.666
598	10018	0.725
598	1329	0
598	79370	0.83
598	666	0.883
598	5366	1
637	578	0.775
637	581	0.661
637	1329	0
637	7417	0.654
638	596	1
638	598	1
332	56616	1
332	331	0.682
332	56604	0
29760	2885	0.748
29760	7409	0.603
29760	5336	0.54
659	1386	0.344
695	355	0.55
695	5335	0.419
695	5336	0.414
8945	1499	0.622
8945	1499	0.622
2889	5906	0.838
2889	54386	1
2889	4893	0.815
0	824	0
0	889	0
0	816	0
0	0	0
0	1452	0
0	1455	0
0	30818	0
0	2978	0
0	4772	0
0	4790	0
0	4846	0
0	50818	0
0	5578	0
0	5319	0
0	5524	0
0	2185	0
0	111	0
0	89	0
0	801	0
0	821	0
0	811	0
0	10156	0
0	8448	0
0	1759	0
0	3208	0
0	23413	0
0	22895	0
0	10125	0
0	6717	0
0	9900	0
0	6853	0
0	6857	0
0	7447	0
0	4934	0
23523	10014	0.145
23523	0	0
790	1676	0.815
5535	23523	0
5535	4772	0
5535	4842	0
823	581	0.615
823	637	0.664
823	23523	0.145
823	842	0.735
823	5747	0.545
823	5829	0.724
823	5879	0.587
823	387	0.609
823	7094	0.614
823	4137	0.637
823	7430	0.635
823	2890	0.448
823	4133	0.623
823	2903	0.434
823	6712	0.262
824	23523	0.145
824	5747	0.559
824	5829	0.682
824	7094	0.606
831	823	0.518
831	7430	0.787
889	23523	0.226
889	5535	0
889	8536	0.562
889	4772	0.454
889	2185	0.411
8536	1385	0.389
8536	10014	0.536
8536	4208	0.412
8536	9734	0.54
8536	5879	0.574
8536	6853	0.541
816	1385	0.606
816	4137	0.606
820	10411	1
820	5567	1
820	5567	1
820	5576	1
820	11069	1
820	5566	1
820	1260	0.187
10487	4661	0
10487	4661	0
10498	1387	0.558
10498	1499	0.631
10498	2033	0.637
843	317	0.503
843	836	0.827
843	2188	0.598
843	248	0.418
843	7157	0.593
835	637	0.715
835	4000	0.688
836	317	0.354
836	317	0.354
836	572	0.401
836	581	0.47
836	596	0.462
836	598	0.495
836	637	0.404
836	790	0.398
836	839	0.866
836	840	0.872
836	841	0.887
836	5591	0.386
836	5747	0.444
836	6711	0.397
836	6711	0.397
836	2620	0
836	2934	0.381
836	2934	0.381
836	1676	1
836	1676	1
836	4214	0.383
836	5062	0.402
836	142	0.519
836	5925	0.47
836	6093	0.364
836	331	0.419
836	10018	0.406
836	0	0
836	1982	0.365
836	4207	0
836	5305	0.231
836	10887	0
836	5527	0.359
836	22985	0.462
836	4170	0.421
836	4719	0.386
839	836	0.866
839	1676	1
839	4000	0.587
839	4000	0.587
839	4001	0
839	84823	0.477
839	5058	0.521
840	790	0.393
840	790	0.393
840	842	0.786
840	5747	0.517
840	1676	1
840	142	0.614
840	4207	0
840	10887	0
841	4217	0.425
841	4217	0.425
841	637	0.488
841	843	0.934
841	836	0.887
841	248	0.419
841	9525	0.5
841	8737	0.571
841	10887	0
841	9191	0.473
842	836	0.824
842	836	0.824
842	839	0.788
842	839	0.788
842	840	0.786
847	6098	0.489
867	1956	0.532
867	5335	0.506
867	7535	0.548
867	916	0.623
867	2263	0.598
867	10818	0.561
1387	3725	0.722
1387	1499	0.716
1387	2002	0.61
1387	2099	0.643
1387	7088	0.595
1387	3932	0.528
1387	8874	0.468
1387	8850	0.726
1387	6932	0.594
1387	10011	0.587
890	983	1
890	1017	1
890	1019	1
890	1021	1
890	1869	1
891	983	0.473
595	1869	0.666
595	5925	0.734
595	5925	0.734
894	5925	0.64
896	5925	0.64
898	5925	0.759
0	1385	0
0	3708	0
929	7097	0.698
929	7099	0.839
948	1432	0.371
920	7535	0.475
5788	3932	0.745
995	983	0.436
995	983	0.436
993	1017	0.609
993	1021	0.612
995	983	0.436
997	898	0.577
997	1869	0.559
998	5871	0.7
998	4214	0.604
998	4293	0.507
998	5058	0.541
998	8936	0.625
998	4216	0.566
998	4294	0.38
998	4294	0.38
998	7454	0.704
998	10188	0.516
998	4296	0.603
983	572	0.421
983	891	0.473
983	5347	0.861
1017	1869	0.528
1017	5715	0.56
1017	5925	0.556
1020	317	0.421
1020	84152	0.128
1020	5604	0.789
1020	5058	0.826
1020	4137	0.517
1020	282378	0
1020	4744	0.459
1021	596	0.56
1021	5925	0.564
1022	1017	0.696
1050	3725	0.802
1111	995	0.522
1111	995	0.522
1111	5545	0.477
1111	7157	0.561
11200	672	0.632
11200	5545	0.477
11200	7157	0.655
1123	5879	0.553
8646	659	0.727
56616	332	1
56616	248	0.69
56616	331	1
56616	330	1
56616	79444	1
329	836	0.45
329	840	0.514
3725	1385	0.87
3725	10018	0.442
3725	8739	1
1452	4772	0.401
1452	11076	0.585
1452	7157	0.562
1455	84152	0.147
1456	1409	0.14
1456	5187	0.14
1457	324	0.649
1457	637	0.695
1457	638	1
1457	8215	0
1457	5601	0.795
1457	5601	0.795
1457	6722	0.481
1457	7471	0.49
9575	406	0.825
4609	1029	0.635
4609	6667	0.863
1073	317	1
1385	1387	0.727
1385	2668	0.354
1385	0	0
1385	8660	1
1385	2959	0.456
1385	6872	0.621
1390	1385	0.577
1390	30818	0.714
1398	25	0.515
1398	2889	0.719
1398	1793	0.71
1398	11184	0.488
1398	9743	1
1399	2889	0.559
1399	1793	0.552
1409	581	0.755
1409	598	0.821
1436	2113	0.459
1436	6196	0.624
1445	5747	0.802
1445	3932	0.801
1445	4067	0.889
1445	5829	0.752
1445	6714	0.784
1487	3172	0.569
1487	8204	0.659
5932	672	0.634
1499	1387	0.716
1499	9734	0.685
1499	3172	0.683
1499	7314	1
1499	51176	0.689
1499	51176	0.689
1499	6932	0.671
54205	317	0.509
54205	834	0.437
54205	56616	1
54205	5187	0.412
25802	820	0
28503	5495	0
1605	1040	0.109
1605	50818	0
1605	5578	0.571
1605	10125	0.421
84152	1020	0.128
84152	2644	0.181
84152	5464	0.092
84152	5501	0.126
1616	4217	0.627
1616	6416	0.617
5694	898	0.158
5694	1499	0.205
5694	1869	0.158
5694	4193	0.284
5694	5715	0.158
5694	6622	0.355
1040	50818	0
0	2911	0
1730	5216	0.815
22943	7471	0.558
22943	4035	0.629
5591	7157	0.601
1793	207	0.463
0	25802	0
0	28503	0
0	1812	0
0	1813	0
0	1814	0
7027	898	0.717
8718	841	0.225
30818	1385	0.438
30818	1385	0.438
30818	2353	0.406
30818	0	0
30818	3750	0.043
30818	3751	0.2
30818	8739	0.367
8215	2931	0
8215	2932	0
0	5610	0
8655	5879	1
8655	10018	1
2118	1029	0.181
1869	637	0.606
1869	7027	0.713
1869	1029	0.667
1869	5925	0.85
1869	5925	0.85
1869	4088	0.742
1869	10018	0.608
1869	8739	1
1869	5366	1
1869	27113	1
1738	7341	0
10682	1977	0.145
10682	1981	0.145
51295	4214	0.548
1909	4683	0.536
1950	1956	0.493
1956	843	0.508
1956	867	0.532
1956	2064	0.83
1956	2885	0.572
1956	5604	0.651
1956	4214	0.695
1956	4772	0.468
1956	1432	0.659
1956	5335	0.519
1956	2185	0.689
1956	5879	0.529
1956	29984	0.129
1956	6464	0.633
1956	6714	0.714
1956	6772	0.583
1956	6774	0.581
1956	7409	0.481
1956	8936	0.517
1956	2035	0.479
1956	4690	0.519
1956	5921	0.511
1956	2065	0.664
1956	6646	0.458
1959	572	0.543
1959	664	0.642
1959	665	0.653
1978	1973	0.445
1978	1977	0.536
1978	1977	0.536
1967	1965	0.785
1967	1965	0.785
1967	1147	0.565
8661	1973	0.789
1973	6194	0.79
1975	1973	0.852
1975	6194	0.913
1983	1965	0.7
2002	3725	0.674
2002	2353	0.806
2002	0	0
10411	0	0
10411	5906	0.816
10411	54386	1
2057	6464	0.584
2064	2885	0.643
2064	5290	0.67
2064	5335	0.585
2064	6464	0.696
2064	6714	0.754
2064	5921	0.604
2064	6640	0.625
2064	2886	0.639
5595	2002	0.449
5595	4638	0.752
5595	8569	0.705
5595	9252	0.695
5595	6196	0.771
5595	2872	0.705
5595	10524	0.538
5595	8986	0.666
5594	842	0.505
5594	1387	0.445
5594	3725	0.426
5594	1385	0.403
5594	1956	0.66
5594	1958	0.484
5594	2002	0.414
5594	5595	0.857
5594	2353	0.52
5594	5599	0.798
5594	9261	0.842
5594	4082	0.553
5594	4638	0.879
5594	8569	0.819
5594	9252	0.827
5594	6196	0.909
5594	5163	0.865
5594	27124	0
5594	5319	0.367
5594	6197	0.772
5594	6773	0.625
5594	4137	0.612
5594	3172	0.479
5594	3751	0.438
5594	4207	0
5594	79092	0.69
5594	4744	0.519
5594	4741	0.536
5594	9373	1
5594	6195	0.812
5594	10657	0.464
5594	6853	0.513
5594	2872	0.819
5594	10524	0.506
5594	8986	0.79
5598	4205	0.52
5598	6196	0.559
5598	7020	0.4
0	2069	0
0	53615	0
2114	2113	0.903
2160	2158	0
2165	2147	0
2147	2243	0.708
2147	2149	0.768
2155	2159	0.791
8772	843	0.68
8772	841	0.586
8772	4615	0.896
8772	4790	0.607
8772	6609	1
8772	9191	0.713
5747	5594	0.772
5747	2534	0.799
5747	2885	0.677
5747	3569	0.608
5747	9564	0.723
5747	5290	0.712
5747	5335	0.575
5747	5829	0.631
5747	6464	0.695
5747	6714	0.81
5747	89	0.563
5747	50807	1
5747	23092	0.528
5747	2886	0.685
5747	1969	0.702
8439	6610	0
2178	2177	0.477
2191	841	0.745
2191	2188	0.515
355	1616	0.72
355	1956	0.619
355	8772	0.712
355	356	0.703
355	3552	0.639
355	4790	0.577
355	8737	0.637
355	5777	0.638
355	10016	0.621
355	5783	0.611
355	23017	0
356	355	0.703
356	355	0.703
0	0	0
2243	3688	0.773
2309	356	0.55
2309	10018	0.521
0	427	0
2353	3725	0.743
10023	2931	0
10023	2932	0
8321	8215	0
8321	175	0.158
8321	3936	0.486
8321	3936	0.486
8321	408	0.637
2488	2492	1
2534	1499	0.609
2534	1600	0
2534	5335	0.489
2534	6464	0.8
2534	6773	0.644
2534	2890	0.487
2534	775	0.535
2534	2903	0.482
2534	203068	0.595
175	8215	0
175	5595	0.158
175	2776	0.261
175	2792	0.261
175	5294	0.2
2549	1398	0.786
2549	11184	0.44
2549	5295	0.664
2549	5290	0.405
2549	5290	0.405
2549	4215	0.673
1647	983	1
1647	4216	1
2770	427	0.278
2770	2782	0.739
2770	5290	0.381
2770	5294	0.399
2770	5879	0.812
2770	6714	0.547
2770	673	0.481
2770	5909	0.595
2770	629	0.428
9628	92170	0.129
9628	5879	0.58
2776	92170	1
2776	5604	0.403
2776	23236	0.571
2776	3339	0.575
2626	6767	0.544
2626	6722	0.742
2782	2770	0.739
2782	9181	0.595
2782	2792	1
2782	5290	0.438
79751	92170	0.035
2978	83733	0
5871	4214	0.795
440275	1965	0.101
0	1965	0
0	92170	0
0	3838	0
0	5295	0
0	5062	0
0	5894	0
0	5901	0
0	5879	0
0	387	0
9181	207	0.459
9181	375	0.475
9181	392	0.518
9181	5879	0.548
9181	29984	0.129
2934	842	0.531
2934	280979	0
2670	7314	0
9771	5567	0.389
2688	2690	0.704
2690	3479	0.704
2690	5290	0.492
2767	427	0.297
2767	891	0.462
2767	2776	0.886
2767	5606	0.451
2767	4661	0.203
2767	23236	0.34
2767	629	0.362
2768	11214	0.684
2768	9138	0.564
2768	387	0.772
2768	10160	0.169
2768	6714	0.559
2768	5921	0.568
2768	5607	0.539
2768	5589	0.535
2768	7006	0.534
10672	9138	0.561
10672	4217	0.481
10672	998	0.683
10672	2185	0.546
10672	10160	0.162
10672	5962	0.561
2769	1605	0.45
2769	23236	0.353
23566	4878	0.481
2876	2937	0.25
2908	1843	0.367
2908	5290	0.326
2885	867	0.712
2885	5595	0.645
2885	2549	0.753
2885	5335	0.683
2885	5879	0.64
2885	6464	0.761
2885	6654	0.613
2885	10252	1
2885	7410	0.66
2885	8936	0.681
2885	1759	0.846
2885	5786	0.601
2885	10657	0.791
2885	1	0.477
7088	3172	0.561
7088	51176	0.492
2937	0	0
2931	8312	0.638
2931	3725	0.413
2931	1385	0.386
2931	1499	0.615
2931	4286	0.441
2931	4772	0.427
2931	5663	0.527
2931	4137	0.589
2931	64682	0
2931	5055	0.133
2931	8894	0.455
2932	207	0.741
2932	8312	0.709
2932	595	0.701
2932	1499	0.664
2932	1965	0.552
2932	2931	0.874
2932	6608	0.594
2932	4137	0.618
2936	0	0
0	2937	0
92170	1730	0.101
92170	0	0
92170	5604	0.14
92170	4214	0.14
92170	2644	0.129
92170	6198	0.14
92170	5058	0.14
92170	5334	0.188
92170	5337	0.129
92170	23647	0.129
92170	5894	0.14
92170	5901	1
92170	5879	1
92170	5879	1
92170	387	1
92170	6093	0.14
92170	8936	0.129
92170	10163	0.129
92170	10810	0
2792	5595	0.129
2792	5595	0.129
2792	5594	0.129
2792	175	0.261
2792	2782	1
2792	3672	0.129
2792	4214	0.14
2792	5335	0.188
2792	5879	1
2792	8720	0.209
2792	6464	0.129
3002	637	0.561
3002	842	0.674
3002	842	0.674
3002	5864	0.547
0	581	0
0	0	0
10542	0	0
10542	0	0
10542	842	0.569
10542	2185	0.441
9734	7088	0.708
9734	51176	0.474
3065	6615	0.491
8841	2033	0.633
3091	637	0.605
3091	8874	0.655
3091	664	0.676
3091	665	0.672
3091	5366	1
27102	1965	0.433
3315	836	0.445
3315	1616	0.696
3315	1329	0
3337	4193	0.687
3337	7314	1
3308	317	0.477
3308	9131	0.148
3320	196	0.573
3320	317	0.645
3320	332	0.612
3320	5728	0.452
5688	8544	0.596
3364	545	1
0	207	0
0	1994	0
0	7157	0
248	842	0.439
29851	1455	0
1676	790	0.815
1676	790	0.815
1676	1677	0.815
8837	841	0.546
8837	8772	0.822
8837	8772	0.822
3458	3459	0.69
3458	3717	0.842
3459	3308	0.148
3459	3716	0.565
3459	3717	0.527
3459	9093	0.691
3459	30851	0.736
3479	3480	0.691
3480	207	0.685
3480	5535	0
3480	8536	0.71
3480	5595	0.687
3480	5594	0.724
3480	3667	0.698
3480	4772	0.497
3480	5290	0.674
3480	5578	0.743
3480	6464	0.738
3480	7410	0.609
3480	408	0.574
3480	2887	0.691
4792	3558	0.505
4792	3558	0.505
4792	3565	0.731
4792	3565	0.731
4792	4790	0.659
4792	4790	0.659
4792	50818	0
4792	5970	0.639
4793	0	0
4793	4790	0.503
3551	4792	0.631
3551	4790	0.512
1147	4792	0.662
1147	4790	0.533
8517	4792	0.753
8517	4790	0.58
3595	3717	0.156
3552	3576	0.688
3553	3554	0.513
3553	5606	0.667
3554	51295	0.485
3554	7189	0.563
3565	3566	0.596
3569	3570	0.698
3838	5901	0.604
3643	3667	0.602
3643	5608	0.519
3643	6464	0.685
3643	6776	1
3643	10603	0.518
3643	2887	0.521
3643	8660	1
0	3643	0
808	207	0.543
808	0	0
808	3708	0.492
808	50818	0
3708	0	0
3708	84876	0.703
3654	10454	0.433
3654	23118	0.461
3654	7097	0.487
3654	7099	0.438
3654	7189	0.662
3667	5595	0.66
3667	2885	0.73
3667	5290	0.499
3667	4690	0.705
148022	9641	0.686
148022	29110	0.564
3672	332	0.634
3672	836	0.449
3672	2353	0.628
3672	5290	0.448
3672	5977	0.175
3672	331	0.592
3688	5595	0.691
3688	5747	0.676
3688	2309	0.579
3688	3717	0.595
3688	2185	0.508
3688	6464	0.629
3688	6464	0.629
3688	3611	0.68
3716	3717	0.809
3716	6464	0.699
3716	6772	0.524
3716	6773	0.68
3716	6774	0.606
3716	3718	0.933
3716	6646	0.489
3716	6778	0.782
3717	3716	0.809
3717	55566	0
3717	6772	0.537
3717	6774	0.592
3717	6776	1
3717	7297	0.824
5599	1386	0.353
5599	572	0.515
5599	596	0.528
5599	596	0.528
5599	637	0.531
5599	834	0.434
5599	3725	0.425
5599	2002	0.397
5599	356	0.571
5599	2353	0.49
5599	5601	0.799
5599	5604	0.753
5599	4772	0.409
5599	7157	0.562
5599	6464	0.638
5599	4137	0.581
5599	3172	0.463
5599	10018	0.533
5599	90427	1
5599	4170	0.511
5599	319	0.385
6416	5599	0.759
6416	5600	0.883
6416	5601	0.796
6416	1432	0.844
6416	8660	1
6416	5602	0.838
3726	2625	0.712
0	207	0
3912	7314	0.34
27040	2885	0.802
27040	5335	0.609
3932	5335	0.659
3932	5894	0.765
3932	7410	0.653
3932	7535	0.725
3932	916	0.658
3932	10870	0.731
3932	83696	0
3952	3953	0
3953	5562	0.451
3984	317	0.511
3984	1073	1
3984	1072	1
7376	9971	0.552
4067	695	0.801
4067	5295	0.579
4067	5335	0.534
4067	5879	0.582
4067	6464	0.745
4067	7409	0.521
4067	203068	0.559
4067	613	0.812
4067	930	0.543
8567	6416	0.506
11184	5594	0.813
